# Column 1 = Input data size
# Column 2 = Avg time for HashTableCollection add function
# Column 3 = Avg time for AVLCollection add function
# Column 4 = Avg time for RBTCollection add function
# All times are measured in milliseconds
0 0.0007 0.0000 0.0000
10000 0.0170 0.0053 0.0037
20000 0.0330 0.0060 0.0047
30000 0.0330 0.0060 0.0047
40000 0.0673 0.0063 0.0047
50000 0.0773 0.0063 0.0053
60000 0.0853 0.0063 0.0047
70000 0.0723 0.0067 0.0050
80000 0.1463 0.0070 0.0060
90000 0.1543 0.0063 0.0060
100000 0.1417 0.0067 0.0053
110000 1.7990 0.0063 0.0073
120000 0.1403 0.0063 0.0063
130000 0.1407 0.0063 0.0153
140000 0.1293 0.0073 0.0053
150000 0.1517 0.0073 0.0057
160000 0.1293 0.0073 0.0057
170000 0.2677 0.0073 0.0063
180000 0.2840 0.0073 0.0063
190000 0.2707 0.0073 0.0057
200000 0.2740 0.0073 0.0063
210000 0.2700 0.0073 0.0073
220000 0.2790 0.0073 0.0070
230000 0.2783 0.0073 0.0063
240000 0.2703 0.0073 0.0067
250000 0.2687 0.0073 0.0067
260000 0.2737 0.0070 0.0070
270000 0.2673 0.0073 0.0063
280000 0.2683 0.0073 0.0067
290000 0.2977 0.0073 0.0073
300000 0.2573 0.0067 0.0040
